,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
376810,Rabun County,GA,Habersham County,GA,105,2974,2974000,1920,2019,2020,inflow,Habersham County-Rabun County-GA-1920,"Rabun County, GA"
376811,Jackson County,GA,Habersham County,GA,93,1858,1858000,1920,2019,2020,inflow,Habersham County-Jackson County-GA-1920,"Jackson County, GA"
376812,Fulton County,GA,Habersham County,GA,41,2004,2004000,1920,2019,2020,inflow,Habersham County-Fulton County-GA-1920,"Fulton County, GA"
376813,Lumpkin County,GA,Habersham County,GA,48,1164,1164000,1920,2019,2020,inflow,Habersham County-Lumpkin County-GA-1920,"Lumpkin County, GA"
376821,Hall County Total Migration-US and Foreign,GA,Hall County,GA,12924,481317,481317000,1920,2019,2020,inflow,Hall County total migration-1920,"Hall County Total Migration-US and Foreign, GA"
376826,Gwinnett County,GA,Hall County,GA,3844,150485,150485000,1920,2019,2020,inflow,Hall County-Gwinnett County-GA-1920,"Gwinnett County, GA"
376827,Forsyth County,GA,Hall County,GA,956,40503,40503000,1920,2019,2020,inflow,Hall County-Forsyth County-GA-1920,"Forsyth County, GA"
376828,Jackson County,GA,Hall County,GA,764,22690,22690000,1920,2019,2020,inflow,Hall County-Jackson County-GA-1920,"Jackson County, GA"
376829,Fulton County,GA,Hall County,GA,432,27556,27556000,1920,2019,2020,inflow,Hall County-Fulton County-GA-1920,"Fulton County, GA"
376830,Barrow County,GA,Hall County,GA,355,9406,9406000,1920,2019,2020,inflow,Hall County-Barrow County-GA-1920,"Barrow County, GA"
376831,DeKalb County,GA,Hall County,GA,292,13198,13198000,1920,2019,2020,inflow,Hall County-DeKalb County-GA-1920,"DeKalb County, GA"
376832,Lumpkin County,GA,Hall County,GA,304,6621,6621000,1920,2019,2020,inflow,Hall County-Lumpkin County-GA-1920,"Lumpkin County, GA"
376833,White County,GA,Hall County,GA,288,6586,6586000,1920,2019,2020,inflow,Hall County-White County-GA-1920,"White County, GA"
376834,Habersham County,GA,Hall County,GA,256,5843,5843000,1920,2019,2020,inflow,Hall County-Habersham County-GA-1920,"Habersham County, GA"
376835,Cobb County,GA,Hall County,GA,217,14505,14505000,1920,2019,2020,inflow,Hall County-Cobb County-GA-1920,"Cobb County, GA"
376836,Banks County,GA,Hall County,GA,194,4626,4626000,1920,2019,2020,inflow,Hall County-Banks County-GA-1920,"Banks County, GA"
376837,Clarke County,GA,Hall County,GA,132,3391,3391000,1920,2019,2020,inflow,Hall County-Clarke County-GA-1920,"Clarke County, GA"
376838,Dawson County,GA,Hall County,GA,170,4838,4838000,1920,2019,2020,inflow,Hall County-Dawson County-GA-1920,"Dawson County, GA"
376839,Cherokee County,GA,Hall County,GA,193,8928,8928000,1920,2019,2020,inflow,Hall County-Cherokee County-GA-1920,"Cherokee County, GA"
376840,Walton County,GA,Hall County,GA,118,3593,3593000,1920,2019,2020,inflow,Hall County-Walton County-GA-1920,"Walton County, GA"
376841,Los Angeles County,CA,Hall County,GA,65,2491,2491000,1920,2019,2020,inflow,Hall County-Los Angeles County-CA-1920,"Los Angeles County, CA"
376842,Broward County,FL,Hall County,GA,67,1981,1981000,1920,2019,2020,inflow,Hall County-Broward County-FL-1920,"Broward County, FL"
376843,Miami-Dade County,FL,Hall County,GA,63,1324,1324000,1920,2019,2020,inflow,Hall County-Miami-Dade County-FL-1920,"Miami-Dade County, FL"
376844,Clayton County,GA,Hall County,GA,74,1402,1402000,1920,2019,2020,inflow,Hall County-Clayton County-GA-1920,"Clayton County, GA"
376845,Stephens County,GA,Hall County,GA,73,1645,1645000,1920,2019,2020,inflow,Hall County-Stephens County-GA-1920,"Stephens County, GA"
376846,Palm Beach County,FL,Hall County,GA,60,1967,1967000,1920,2019,2020,inflow,Hall County-Palm Beach County-FL-1920,"Palm Beach County, FL"
376847,Henry County,GA,Hall County,GA,68,1585,1585000,1920,2019,2020,inflow,Hall County-Henry County-GA-1920,"Henry County, GA"
376848,Hillsborough County,FL,Hall County,GA,42,971,971000,1920,2019,2020,inflow,Hall County-Hillsborough County-FL-1920,"Hillsborough County, FL"
376849,Newton County,GA,Hall County,GA,54,978,978000,1920,2019,2020,inflow,Hall County-Newton County-GA-1920,"Newton County, GA"
376850,Orange County,FL,Hall County,GA,33,1021,1021000,1920,2019,2020,inflow,Hall County-Orange County-FL-1920,"Orange County, FL"
376851,Mecklenburg County,NC,Hall County,GA,37,2082,2082000,1920,2019,2020,inflow,Hall County-Mecklenburg County-NC-1920,"Mecklenburg County, NC"
377085,Jackson County Total Migration-US and Foreign,GA,Jackson County,GA,8026,224086,224086000,1920,2019,2020,inflow,Jackson County total migration-1920,"Jackson County Total Migration-US and Foreign, GA"
377090,Gwinnett County,GA,Jackson County,GA,2223,72482,72482000,1920,2019,2020,inflow,Jackson County-Gwinnett County-GA-1920,"Gwinnett County, GA"
377091,Hall County,GA,Jackson County,GA,1159,27834,27834000,1920,2019,2020,inflow,Jackson County-Hall County-GA-1920,"Hall County, GA"
377092,Barrow County,GA,Jackson County,GA,886,19865,19865000,1920,2019,2020,inflow,Jackson County-Barrow County-GA-1920,"Barrow County, GA"
377093,Clarke County,GA,Jackson County,GA,520,12796,12796000,1920,2019,2020,inflow,Jackson County-Clarke County-GA-1920,"Clarke County, GA"
377094,Banks County,GA,Jackson County,GA,318,4527,4527000,1920,2019,2020,inflow,Jackson County-Banks County-GA-1920,"Banks County, GA"
377095,Madison County,GA,Jackson County,GA,140,3379,3379000,1920,2019,2020,inflow,Jackson County-Madison County-GA-1920,"Madison County, GA"
377096,Forsyth County,GA,Jackson County,GA,126,4435,4435000,1920,2019,2020,inflow,Jackson County-Forsyth County-GA-1920,"Forsyth County, GA"
377097,Fulton County,GA,Jackson County,GA,106,4287,4287000,1920,2019,2020,inflow,Jackson County-Fulton County-GA-1920,"Fulton County, GA"
377098,Walton County,GA,Jackson County,GA,114,3022,3022000,1920,2019,2020,inflow,Jackson County-Walton County-GA-1920,"Walton County, GA"
377099,DeKalb County,GA,Jackson County,GA,88,5021,5021000,1920,2019,2020,inflow,Jackson County-DeKalb County-GA-1920,"DeKalb County, GA"
377100,Franklin County,GA,Jackson County,GA,101,2762,2762000,1920,2019,2020,inflow,Jackson County-Franklin County-GA-1920,"Franklin County, GA"
377101,Oconee County,GA,Jackson County,GA,93,2384,2384000,1920,2019,2020,inflow,Jackson County-Oconee County-GA-1920,"Oconee County, GA"
377102,Habersham County,GA,Jackson County,GA,49,908,908000,1920,2019,2020,inflow,Jackson County-Habersham County-GA-1920,"Habersham County, GA"
377103,Cherokee County,GA,Jackson County,GA,39,1787,1787000,1920,2019,2020,inflow,Jackson County-Cherokee County-GA-1920,"Cherokee County, GA"
377104,Hart County,GA,Jackson County,GA,50,1387,1387000,1920,2019,2020,inflow,Jackson County-Hart County-GA-1920,"Hart County, GA"
377105,Cobb County,GA,Jackson County,GA,51,1957,1957000,1920,2019,2020,inflow,Jackson County-Cobb County-GA-1920,"Cobb County, GA"
377397,Lumpkin County Total Migration-US and Foreign,GA,Lumpkin County,GA,2521,78794,78794000,1920,2019,2020,inflow,Lumpkin County total migration-1920,"Lumpkin County Total Migration-US and Foreign, GA"
377402,Forsyth County,GA,Lumpkin County,GA,410,11476,11476000,1920,2019,2020,inflow,Lumpkin County-Forsyth County-GA-1920,"Forsyth County, GA"
377403,Hall County,GA,Lumpkin County,GA,327,7682,7682000,1920,2019,2020,inflow,Lumpkin County-Hall County-GA-1920,"Hall County, GA"
377404,Dawson County,GA,Lumpkin County,GA,314,7858,7858000,1920,2019,2020,inflow,Lumpkin County-Dawson County-GA-1920,"Dawson County, GA"
377405,Gwinnett County,GA,Lumpkin County,GA,105,3284,3284000,1920,2019,2020,inflow,Lumpkin County-Gwinnett County-GA-1920,"Gwinnett County, GA"
377406,White County,GA,Lumpkin County,GA,110,2162,2162000,1920,2019,2020,inflow,Lumpkin County-White County-GA-1920,"White County, GA"
377407,Fulton County,GA,Lumpkin County,GA,84,6078,6078000,1920,2019,2020,inflow,Lumpkin County-Fulton County-GA-1920,"Fulton County, GA"
377408,Cherokee County,GA,Lumpkin County,GA,59,1222,1222000,1920,2019,2020,inflow,Lumpkin County-Cherokee County-GA-1920,"Cherokee County, GA"
377409,Cobb County,GA,Lumpkin County,GA,45,4817,4817000,1920,2019,2020,inflow,Lumpkin County-Cobb County-GA-1920,"Cobb County, GA"
378526,White County Total Migration-US and Foreign,GA,White County,GA,2120,53481,53481000,1920,2019,2020,inflow,White County total migration-1920,"White County Total Migration-US and Foreign, GA"
378531,Hall County,GA,White County,GA,409,8137,8137000,1920,2019,2020,inflow,White County-Hall County-GA-1920,"Hall County, GA"
378532,Habersham County,GA,White County,GA,271,5057,5057000,1920,2019,2020,inflow,White County-Habersham County-GA-1920,"Habersham County, GA"
378533,Lumpkin County,GA,White County,GA,162,2957,2957000,1920,2019,2020,inflow,White County-Lumpkin County-GA-1920,"Lumpkin County, GA"
378534,Gwinnett County,GA,White County,GA,144,4768,4768000,1920,2019,2020,inflow,White County-Gwinnett County-GA-1920,"Gwinnett County, GA"
378535,Forsyth County,GA,White County,GA,135,4574,4574000,1920,2019,2020,inflow,White County-Forsyth County-GA-1920,"Forsyth County, GA"
378536,Fulton County,GA,White County,GA,40,2092,2092000,1920,2019,2020,inflow,White County-Fulton County-GA-1920,"Fulton County, GA"
378537,Jackson County,GA,White County,GA,47,1230,1230000,1920,2019,2020,inflow,White County-Jackson County-GA-1920,"Jackson County, GA"
