,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
202524,Hall County,GA,Banks County,GA,296,5584,5584000,1718,2017,2018,inflow,Banks County-Hall County-GA-1718,"Hall County, GA"
202525,Habersham County,GA,Banks County,GA,176,2960,2960000,1718,2017,2018,inflow,Banks County-Habersham County-GA-1718,"Habersham County, GA"
202526,Gwinnett County,GA,Banks County,GA,57,2177,2177000,1718,2017,2018,inflow,Banks County-Gwinnett County-GA-1718,"Gwinnett County, GA"
202527,Madison County,GA,Banks County,GA,52,705,705000,1718,2017,2018,inflow,Banks County-Madison County-GA-1718,"Madison County, GA"
202528,Franklin County,GA,Banks County,GA,45,808,808000,1718,2017,2018,inflow,Banks County-Franklin County-GA-1718,"Franklin County, GA"
203626,Dawson County Total Migration-US and Foreign,GA,Dawson County,GA,2201,75585,75585000,1718,2017,2018,inflow,Dawson County total migration-1718,"Dawson County Total Migration-US and Foreign, GA"
203632,Forsyth County,GA,Dawson County,GA,796,29608,29608000,1718,2017,2018,inflow,Dawson County-Forsyth County-GA-1718,"Forsyth County, GA"
203633,Lumpkin County,GA,Dawson County,GA,179,6164,6164000,1718,2017,2018,inflow,Dawson County-Lumpkin County-GA-1718,"Lumpkin County, GA"
203634,Hall County,GA,Dawson County,GA,160,5773,5773000,1718,2017,2018,inflow,Dawson County-Hall County-GA-1718,"Hall County, GA"
203635,Fulton County,GA,Dawson County,GA,120,7057,7057000,1718,2017,2018,inflow,Dawson County-Fulton County-GA-1718,"Fulton County, GA"
203636,Gwinnett County,GA,Dawson County,GA,128,5351,5351000,1718,2017,2018,inflow,Dawson County-Gwinnett County-GA-1718,"Gwinnett County, GA"
203637,Cherokee County,GA,Dawson County,GA,99,3021,3021000,1718,2017,2018,inflow,Dawson County-Cherokee County-GA-1718,"Cherokee County, GA"
203638,Pickens County,GA,Dawson County,GA,45,1029,1029000,1718,2017,2018,inflow,Dawson County-Pickens County-GA-1718,"Pickens County, GA"
204772,Habersham County Total Migration-US and Foreign,GA,Habersham County,GA,2251,54555,54555000,1718,2017,2018,inflow,Habersham County total migration-1718,"Habersham County Total Migration-US and Foreign, GA"
204778,Hall County,GA,Habersham County,GA,300,6276,6276000,1718,2017,2018,inflow,Habersham County-Hall County-GA-1718,"Hall County, GA"
204779,White County,GA,Habersham County,GA,249,4471,4471000,1718,2017,2018,inflow,Habersham County-White County-GA-1718,"White County, GA"
204780,Banks County,GA,Habersham County,GA,260,3970,3970000,1718,2017,2018,inflow,Habersham County-Banks County-GA-1718,"Banks County, GA"
204781,Stephens County,GA,Habersham County,GA,189,4048,4048000,1718,2017,2018,inflow,Habersham County-Stephens County-GA-1718,"Stephens County, GA"
204782,Gwinnett County,GA,Habersham County,GA,121,3690,3690000,1718,2017,2018,inflow,Habersham County-Gwinnett County-GA-1718,"Gwinnett County, GA"
204783,Rabun County,GA,Habersham County,GA,44,1032,1032000,1718,2017,2018,inflow,Habersham County-Rabun County-GA-1718,"Rabun County, GA"
204784,Franklin County,GA,Habersham County,GA,47,843,843000,1718,2017,2018,inflow,Habersham County-Franklin County-GA-1718,"Franklin County, GA"
204785,Fulton County,GA,Habersham County,GA,32,1739,1739000,1718,2017,2018,inflow,Habersham County-Fulton County-GA-1718,"Fulton County, GA"
204786,Jackson County,GA,Habersham County,GA,42,1101,1101000,1718,2017,2018,inflow,Habersham County-Jackson County-GA-1718,"Jackson County, GA"
204794,Hall County Total Migration-US and Foreign,GA,Hall County,GA,11514,374269,374269000,1718,2017,2018,inflow,Hall County total migration-1718,"Hall County Total Migration-US and Foreign, GA"
204800,Gwinnett County,GA,Hall County,GA,3047,109712,109712000,1718,2017,2018,inflow,Hall County-Gwinnett County-GA-1718,"Gwinnett County, GA"
204801,Forsyth County,GA,Hall County,GA,742,29704,29704000,1718,2017,2018,inflow,Hall County-Forsyth County-GA-1718,"Forsyth County, GA"
204802,Jackson County,GA,Hall County,GA,644,16087,16087000,1718,2017,2018,inflow,Hall County-Jackson County-GA-1718,"Jackson County, GA"
204803,Fulton County,GA,Hall County,GA,369,19474,19474000,1718,2017,2018,inflow,Hall County-Fulton County-GA-1718,"Fulton County, GA"
204804,Barrow County,GA,Hall County,GA,377,8299,8299000,1718,2017,2018,inflow,Hall County-Barrow County-GA-1718,"Barrow County, GA"
204805,Lumpkin County,GA,Hall County,GA,316,8008,8008000,1718,2017,2018,inflow,Hall County-Lumpkin County-GA-1718,"Lumpkin County, GA"
204806,DeKalb County,GA,Hall County,GA,293,7656,7656000,1718,2017,2018,inflow,Hall County-DeKalb County-GA-1718,"DeKalb County, GA"
204807,White County,GA,Hall County,GA,320,6727,6727000,1718,2017,2018,inflow,Hall County-White County-GA-1718,"White County, GA"
204808,Cobb County,GA,Hall County,GA,220,7081,7081000,1718,2017,2018,inflow,Hall County-Cobb County-GA-1718,"Cobb County, GA"
204809,Habersham County,GA,Hall County,GA,255,5129,5129000,1718,2017,2018,inflow,Hall County-Habersham County-GA-1718,"Habersham County, GA"
204810,Dawson County,GA,Hall County,GA,171,4782,4782000,1718,2017,2018,inflow,Hall County-Dawson County-GA-1718,"Dawson County, GA"
204811,Banks County,GA,Hall County,GA,162,3595,3595000,1718,2017,2018,inflow,Hall County-Banks County-GA-1718,"Banks County, GA"
204812,Clarke County,GA,Hall County,GA,113,2627,2627000,1718,2017,2018,inflow,Hall County-Clarke County-GA-1718,"Clarke County, GA"
204813,Walton County,GA,Hall County,GA,107,2701,2701000,1718,2017,2018,inflow,Hall County-Walton County-GA-1718,"Walton County, GA"
204814,Cherokee County,GA,Hall County,GA,72,3987,3987000,1718,2017,2018,inflow,Hall County-Cherokee County-GA-1718,"Cherokee County, GA"
204815,Clayton County,GA,Hall County,GA,77,1129,1129000,1718,2017,2018,inflow,Hall County-Clayton County-GA-1718,"Clayton County, GA"
204816,Miami-Dade County,FL,Hall County,GA,70,1270,1270000,1718,2017,2018,inflow,Hall County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
204817,Henry County,GA,Hall County,GA,56,1948,1948000,1718,2017,2018,inflow,Hall County-Henry County-GA-1718,"Henry County, GA"
204818,Chatham County,GA,Hall County,GA,50,1568,1568000,1718,2017,2018,inflow,Hall County-Chatham County-GA-1718,"Chatham County, GA"
204819,Stephens County,GA,Hall County,GA,41,890,890000,1718,2017,2018,inflow,Hall County-Stephens County-GA-1718,"Stephens County, GA"
204820,Harris County,TX,Hall County,GA,76,1712,1712000,1718,2017,2018,inflow,Hall County-Harris County-TX-1718,"Harris County, TX"
204821,Los Angeles County,CA,Hall County,GA,37,679,679000,1718,2017,2018,inflow,Hall County-Los Angeles County-CA-1718,"Los Angeles County, CA"
204822,Palm Beach County,FL,Hall County,GA,54,1528,1528000,1718,2017,2018,inflow,Hall County-Palm Beach County-FL-1718,"Palm Beach County, FL"
204823,San Diego County,CA,Hall County,GA,32,1755,1755000,1718,2017,2018,inflow,Hall County-San Diego County-CA-1718,"San Diego County, CA"
204824,Orange County,FL,Hall County,GA,32,1022,1022000,1718,2017,2018,inflow,Hall County-Orange County-FL-1718,"Orange County, FL"
204825,Newton County,GA,Hall County,GA,38,978,978000,1718,2017,2018,inflow,Hall County-Newton County-GA-1718,"Newton County, GA"
205053,Jackson County Total Migration-US and Foreign,GA,Jackson County,GA,6822,176523,176523000,1718,2017,2018,inflow,Jackson County total migration-1718,"Jackson County Total Migration-US and Foreign, GA"
205059,Gwinnett County,GA,Jackson County,GA,1641,53223,53223000,1718,2017,2018,inflow,Jackson County-Gwinnett County-GA-1718,"Gwinnett County, GA"
205060,Hall County,GA,Jackson County,GA,1002,23090,23090000,1718,2017,2018,inflow,Jackson County-Hall County-GA-1718,"Hall County, GA"
205061,Barrow County,GA,Jackson County,GA,664,15434,15434000,1718,2017,2018,inflow,Jackson County-Barrow County-GA-1718,"Barrow County, GA"
205062,Clarke County,GA,Jackson County,GA,568,11670,11670000,1718,2017,2018,inflow,Jackson County-Clarke County-GA-1718,"Clarke County, GA"
205063,Banks County,GA,Jackson County,GA,306,5312,5312000,1718,2017,2018,inflow,Jackson County-Banks County-GA-1718,"Banks County, GA"
205064,Madison County,GA,Jackson County,GA,156,2892,2892000,1718,2017,2018,inflow,Jackson County-Madison County-GA-1718,"Madison County, GA"
205065,Fulton County,GA,Jackson County,GA,88,3830,3830000,1718,2017,2018,inflow,Jackson County-Fulton County-GA-1718,"Fulton County, GA"
205066,DeKalb County,GA,Jackson County,GA,73,2327,2327000,1718,2017,2018,inflow,Jackson County-DeKalb County-GA-1718,"DeKalb County, GA"
205067,Oconee County,GA,Jackson County,GA,95,2378,2378000,1718,2017,2018,inflow,Jackson County-Oconee County-GA-1718,"Oconee County, GA"
205068,Forsyth County,GA,Jackson County,GA,93,3056,3056000,1718,2017,2018,inflow,Jackson County-Forsyth County-GA-1718,"Forsyth County, GA"
205069,Franklin County,GA,Jackson County,GA,84,1246,1246000,1718,2017,2018,inflow,Jackson County-Franklin County-GA-1718,"Franklin County, GA"
205070,Walton County,GA,Jackson County,GA,95,2716,2716000,1718,2017,2018,inflow,Jackson County-Walton County-GA-1718,"Walton County, GA"
205071,Cobb County,GA,Jackson County,GA,44,1317,1317000,1718,2017,2018,inflow,Jackson County-Cobb County-GA-1718,"Cobb County, GA"
205072,Habersham County,GA,Jackson County,GA,46,1303,1303000,1718,2017,2018,inflow,Jackson County-Habersham County-GA-1718,"Habersham County, GA"
205073,Oglethorpe County,GA,Jackson County,GA,42,829,829000,1718,2017,2018,inflow,Jackson County-Oglethorpe County-GA-1718,"Oglethorpe County, GA"
205370,Lumpkin County Total Migration-US and Foreign,GA,Lumpkin County,GA,2116,60446,60446000,1718,2017,2018,inflow,Lumpkin County total migration-1718,"Lumpkin County Total Migration-US and Foreign, GA"
205376,Forsyth County,GA,Lumpkin County,GA,320,10528,10528000,1718,2017,2018,inflow,Lumpkin County-Forsyth County-GA-1718,"Forsyth County, GA"
205377,Hall County,GA,Lumpkin County,GA,285,7417,7417000,1718,2017,2018,inflow,Lumpkin County-Hall County-GA-1718,"Hall County, GA"
205378,Dawson County,GA,Lumpkin County,GA,260,4210,4210000,1718,2017,2018,inflow,Lumpkin County-Dawson County-GA-1718,"Dawson County, GA"
205379,White County,GA,Lumpkin County,GA,103,2047,2047000,1718,2017,2018,inflow,Lumpkin County-White County-GA-1718,"White County, GA"
205380,Fulton County,GA,Lumpkin County,GA,78,6344,6344000,1718,2017,2018,inflow,Lumpkin County-Fulton County-GA-1718,"Fulton County, GA"
205381,Gwinnett County,GA,Lumpkin County,GA,60,1233,1233000,1718,2017,2018,inflow,Lumpkin County-Gwinnett County-GA-1718,"Gwinnett County, GA"
205382,Cobb County,GA,Lumpkin County,GA,35,1343,1343000,1718,2017,2018,inflow,Lumpkin County-Cobb County-GA-1718,"Cobb County, GA"
206503,White County Total Migration-US and Foreign,GA,White County,GA,1869,48303,48303000,1718,2017,2018,inflow,White County total migration-1718,"White County Total Migration-US and Foreign, GA"
206509,Hall County,GA,White County,GA,384,8694,8694000,1718,2017,2018,inflow,White County-Hall County-GA-1718,"Hall County, GA"
206510,Habersham County,GA,White County,GA,245,5191,5191000,1718,2017,2018,inflow,White County-Habersham County-GA-1718,"Habersham County, GA"
206511,Lumpkin County,GA,White County,GA,132,2666,2666000,1718,2017,2018,inflow,White County-Lumpkin County-GA-1718,"Lumpkin County, GA"
206512,Gwinnett County,GA,White County,GA,67,1900,1900000,1718,2017,2018,inflow,White County-Gwinnett County-GA-1718,"Gwinnett County, GA"
206513,Forsyth County,GA,White County,GA,69,2265,2265000,1718,2017,2018,inflow,White County-Forsyth County-GA-1718,"Forsyth County, GA"
289936,Banks County Total Migration-US and Foreign,GA,Banks County,GA,1490,27666,27666000,1819,2018,2019,inflow,Banks County total migration-1819,"Banks County Total Migration-US and Foreign, GA"
289941,Hall County,GA,Banks County,GA,319,6445,6445000,1819,2018,2019,inflow,Banks County-Hall County-GA-1819,"Hall County, GA"
289942,Jackson County,GA,Banks County,GA,328,5650,5650000,1819,2018,2019,inflow,Banks County-Jackson County-GA-1819,"Jackson County, GA"
289943,Habersham County,GA,Banks County,GA,242,3340,3340000,1819,2018,2019,inflow,Banks County-Habersham County-GA-1819,"Habersham County, GA"
289944,Gwinnett County,GA,Banks County,GA,84,2195,2195000,1819,2018,2019,inflow,Banks County-Gwinnett County-GA-1819,"Gwinnett County, GA"
289945,Barrow County,GA,Banks County,GA,50,1428,1428000,1819,2018,2019,inflow,Banks County-Barrow County-GA-1819,"Barrow County, GA"
289946,Franklin County,GA,Banks County,GA,46,766,766000,1819,2018,2019,inflow,Banks County-Franklin County-GA-1819,"Franklin County, GA"
289947,Madison County,GA,Banks County,GA,52,953,953000,1819,2018,2019,inflow,Banks County-Madison County-GA-1819,"Madison County, GA"
290996,Dawson County Total Migration-US and Foreign,GA,Dawson County,GA,2486,82404,82404000,1819,2018,2019,inflow,Dawson County total migration-1819,"Dawson County Total Migration-US and Foreign, GA"
291001,Forsyth County,GA,Dawson County,GA,912,30356,30356000,1819,2018,2019,inflow,Dawson County-Forsyth County-GA-1819,"Forsyth County, GA"
291002,Lumpkin County,GA,Dawson County,GA,269,7166,7166000,1819,2018,2019,inflow,Dawson County-Lumpkin County-GA-1819,"Lumpkin County, GA"
291003,Hall County,GA,Dawson County,GA,140,3581,3581000,1819,2018,2019,inflow,Dawson County-Hall County-GA-1819,"Hall County, GA"
291004,Gwinnett County,GA,Dawson County,GA,147,4676,4676000,1819,2018,2019,inflow,Dawson County-Gwinnett County-GA-1819,"Gwinnett County, GA"
291005,Fulton County,GA,Dawson County,GA,124,7397,7397000,1819,2018,2019,inflow,Dawson County-Fulton County-GA-1819,"Fulton County, GA"
291006,Cherokee County,GA,Dawson County,GA,77,3461,3461000,1819,2018,2019,inflow,Dawson County-Cherokee County-GA-1819,"Cherokee County, GA"
291007,Pickens County,GA,Dawson County,GA,73,1826,1826000,1819,2018,2019,inflow,Dawson County-Pickens County-GA-1819,"Pickens County, GA"
291008,Cobb County,GA,Dawson County,GA,52,1938,1938000,1819,2018,2019,inflow,Dawson County-Cobb County-GA-1819,"Cobb County, GA"
292108,Habersham County Total Migration-US and Foreign,GA,Habersham County,GA,2219,52892,52892000,1819,2018,2019,inflow,Habersham County total migration-1819,"Habersham County Total Migration-US and Foreign, GA"
292113,Hall County,GA,Habersham County,GA,372,7849,7849000,1819,2018,2019,inflow,Habersham County-Hall County-GA-1819,"Hall County, GA"
292114,Banks County,GA,Habersham County,GA,223,3620,3620000,1819,2018,2019,inflow,Habersham County-Banks County-GA-1819,"Banks County, GA"
292115,White County,GA,Habersham County,GA,199,3492,3492000,1819,2018,2019,inflow,Habersham County-White County-GA-1819,"White County, GA"
292116,Stephens County,GA,Habersham County,GA,182,3362,3362000,1819,2018,2019,inflow,Habersham County-Stephens County-GA-1819,"Stephens County, GA"
292117,Gwinnett County,GA,Habersham County,GA,141,6310,6310000,1819,2018,2019,inflow,Habersham County-Gwinnett County-GA-1819,"Gwinnett County, GA"
292118,Rabun County,GA,Habersham County,GA,65,1246,1246000,1819,2018,2019,inflow,Habersham County-Rabun County-GA-1819,"Rabun County, GA"
292119,Fulton County,GA,Habersham County,GA,39,1653,1653000,1819,2018,2019,inflow,Habersham County-Fulton County-GA-1819,"Fulton County, GA"
292120,Forsyth County,GA,Habersham County,GA,49,1196,1196000,1819,2018,2019,inflow,Habersham County-Forsyth County-GA-1819,"Forsyth County, GA"
292121,Franklin County,GA,Habersham County,GA,48,864,864000,1819,2018,2019,inflow,Habersham County-Franklin County-GA-1819,"Franklin County, GA"
292122,Jackson County,GA,Habersham County,GA,41,881,881000,1819,2018,2019,inflow,Habersham County-Jackson County-GA-1819,"Jackson County, GA"
292130,Hall County Total Migration-US and Foreign,GA,Hall County,GA,11161,414059,414059000,1819,2018,2019,inflow,Hall County total migration-1819,"Hall County Total Migration-US and Foreign, GA"
292136,Gwinnett County,GA,Hall County,GA,2999,109271,109271000,1819,2018,2019,inflow,Hall County-Gwinnett County-GA-1819,"Gwinnett County, GA"
292137,Forsyth County,GA,Hall County,GA,695,33179,33179000,1819,2018,2019,inflow,Hall County-Forsyth County-GA-1819,"Forsyth County, GA"
292138,Jackson County,GA,Hall County,GA,649,16378,16378000,1819,2018,2019,inflow,Hall County-Jackson County-GA-1819,"Jackson County, GA"
292139,Fulton County,GA,Hall County,GA,401,24176,24176000,1819,2018,2019,inflow,Hall County-Fulton County-GA-1819,"Fulton County, GA"
292140,Barrow County,GA,Hall County,GA,377,19416,19416000,1819,2018,2019,inflow,Hall County-Barrow County-GA-1819,"Barrow County, GA"
292141,Lumpkin County,GA,Hall County,GA,287,6687,6687000,1819,2018,2019,inflow,Hall County-Lumpkin County-GA-1819,"Lumpkin County, GA"
292142,White County,GA,Hall County,GA,316,5953,5953000,1819,2018,2019,inflow,Hall County-White County-GA-1819,"White County, GA"
292143,DeKalb County,GA,Hall County,GA,240,6665,6665000,1819,2018,2019,inflow,Hall County-DeKalb County-GA-1819,"DeKalb County, GA"
292144,Habersham County,GA,Hall County,GA,264,5919,5919000,1819,2018,2019,inflow,Hall County-Habersham County-GA-1819,"Habersham County, GA"
292145,Cobb County,GA,Hall County,GA,162,9186,9186000,1819,2018,2019,inflow,Hall County-Cobb County-GA-1819,"Cobb County, GA"
292146,Dawson County,GA,Hall County,GA,147,3885,3885000,1819,2018,2019,inflow,Hall County-Dawson County-GA-1819,"Dawson County, GA"
292147,Banks County,GA,Hall County,GA,157,3374,3374000,1819,2018,2019,inflow,Hall County-Banks County-GA-1819,"Banks County, GA"
292148,Clarke County,GA,Hall County,GA,112,2419,2419000,1819,2018,2019,inflow,Hall County-Clarke County-GA-1819,"Clarke County, GA"
292149,Cherokee County,GA,Hall County,GA,135,4126,4126000,1819,2018,2019,inflow,Hall County-Cherokee County-GA-1819,"Cherokee County, GA"
292150,Walton County,GA,Hall County,GA,67,1403,1403000,1819,2018,2019,inflow,Hall County-Walton County-GA-1819,"Walton County, GA"
292151,Henry County,GA,Hall County,GA,60,2450,2450000,1819,2018,2019,inflow,Hall County-Henry County-GA-1819,"Henry County, GA"
292152,Stephens County,GA,Hall County,GA,75,1393,1393000,1819,2018,2019,inflow,Hall County-Stephens County-GA-1819,"Stephens County, GA"
292153,Broward County,FL,Hall County,GA,51,1316,1316000,1819,2018,2019,inflow,Hall County-Broward County-FL-1819,"Broward County, FL"
292154,Miami-Dade County,FL,Hall County,GA,61,1865,1865000,1819,2018,2019,inflow,Hall County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
292155,Clayton County,GA,Hall County,GA,54,837,837000,1819,2018,2019,inflow,Hall County-Clayton County-GA-1819,"Clayton County, GA"
292156,Los Angeles County,CA,Hall County,GA,52,1929,1929000,1819,2018,2019,inflow,Hall County-Los Angeles County-CA-1819,"Los Angeles County, CA"
292157,Mecklenburg County,NC,Hall County,GA,40,1469,1469000,1819,2018,2019,inflow,Hall County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
292158,Pinellas County,FL,Hall County,GA,41,1236,1236000,1819,2018,2019,inflow,Hall County-Pinellas County-FL-1819,"Pinellas County, FL"
292374,Jackson County Total Migration-US and Foreign,GA,Jackson County,GA,6439,179767,179767000,1819,2018,2019,inflow,Jackson County total migration-1819,"Jackson County Total Migration-US and Foreign, GA"
292379,Gwinnett County,GA,Jackson County,GA,1562,50911,50911000,1819,2018,2019,inflow,Jackson County-Gwinnett County-GA-1819,"Gwinnett County, GA"
292380,Hall County,GA,Jackson County,GA,999,29325,29325000,1819,2018,2019,inflow,Jackson County-Hall County-GA-1819,"Hall County, GA"
292381,Barrow County,GA,Jackson County,GA,682,15362,15362000,1819,2018,2019,inflow,Jackson County-Barrow County-GA-1819,"Barrow County, GA"
292382,Clarke County,GA,Jackson County,GA,447,9600,9600000,1819,2018,2019,inflow,Jackson County-Clarke County-GA-1819,"Clarke County, GA"
292383,Banks County,GA,Jackson County,GA,235,4137,4137000,1819,2018,2019,inflow,Jackson County-Banks County-GA-1819,"Banks County, GA"
292384,Madison County,GA,Jackson County,GA,156,3252,3252000,1819,2018,2019,inflow,Jackson County-Madison County-GA-1819,"Madison County, GA"
292385,Walton County,GA,Jackson County,GA,131,3285,3285000,1819,2018,2019,inflow,Jackson County-Walton County-GA-1819,"Walton County, GA"
292386,DeKalb County,GA,Jackson County,GA,71,2397,2397000,1819,2018,2019,inflow,Jackson County-DeKalb County-GA-1819,"DeKalb County, GA"
292387,Fulton County,GA,Jackson County,GA,76,3408,3408000,1819,2018,2019,inflow,Jackson County-Fulton County-GA-1819,"Fulton County, GA"
292388,Oconee County,GA,Jackson County,GA,101,2484,2484000,1819,2018,2019,inflow,Jackson County-Oconee County-GA-1819,"Oconee County, GA"
292389,Forsyth County,GA,Jackson County,GA,70,2920,2920000,1819,2018,2019,inflow,Jackson County-Forsyth County-GA-1819,"Forsyth County, GA"
292390,Habersham County,GA,Jackson County,GA,76,1263,1263000,1819,2018,2019,inflow,Jackson County-Habersham County-GA-1819,"Habersham County, GA"
292391,Cobb County,GA,Jackson County,GA,50,1546,1546000,1819,2018,2019,inflow,Jackson County-Cobb County-GA-1819,"Cobb County, GA"
292392,Franklin County,GA,Jackson County,GA,55,1218,1218000,1819,2018,2019,inflow,Jackson County-Franklin County-GA-1819,"Franklin County, GA"
292393,White County,GA,Jackson County,GA,39,1101,1101000,1819,2018,2019,inflow,Jackson County-White County-GA-1819,"White County, GA"
292682,Lumpkin County Total Migration-US and Foreign,GA,Lumpkin County,GA,2161,62221,62221000,1819,2018,2019,inflow,Lumpkin County total migration-1819,"Lumpkin County Total Migration-US and Foreign, GA"
292687,Forsyth County,GA,Lumpkin County,GA,309,11468,11468000,1819,2018,2019,inflow,Lumpkin County-Forsyth County-GA-1819,"Forsyth County, GA"
292688,Hall County,GA,Lumpkin County,GA,317,6188,6188000,1819,2018,2019,inflow,Lumpkin County-Hall County-GA-1819,"Hall County, GA"
292689,Dawson County,GA,Lumpkin County,GA,301,7033,7033000,1819,2018,2019,inflow,Lumpkin County-Dawson County-GA-1819,"Dawson County, GA"
292690,White County,GA,Lumpkin County,GA,123,2898,2898000,1819,2018,2019,inflow,Lumpkin County-White County-GA-1819,"White County, GA"
292691,Gwinnett County,GA,Lumpkin County,GA,78,3001,3001000,1819,2018,2019,inflow,Lumpkin County-Gwinnett County-GA-1819,"Gwinnett County, GA"
292692,Fulton County,GA,Lumpkin County,GA,43,1975,1975000,1819,2018,2019,inflow,Lumpkin County-Fulton County-GA-1819,"Fulton County, GA"
292693,Cherokee County,GA,Lumpkin County,GA,41,1613,1613000,1819,2018,2019,inflow,Lumpkin County-Cherokee County-GA-1819,"Cherokee County, GA"
292694,DeKalb County,GA,Lumpkin County,GA,44,2636,2636000,1819,2018,2019,inflow,Lumpkin County-DeKalb County-GA-1819,"DeKalb County, GA"
292695,Cobb County,GA,Lumpkin County,GA,36,2664,2664000,1819,2018,2019,inflow,Lumpkin County-Cobb County-GA-1819,"Cobb County, GA"
293761,White County Total Migration-US and Foreign,GA,White County,GA,1945,52445,52445000,1819,2018,2019,inflow,White County total migration-1819,"White County Total Migration-US and Foreign, GA"
293766,Hall County,GA,White County,GA,361,8620,8620000,1819,2018,2019,inflow,White County-Hall County-GA-1819,"Hall County, GA"
293767,Habersham County,GA,White County,GA,251,4963,4963000,1819,2018,2019,inflow,White County-Habersham County-GA-1819,"Habersham County, GA"
293768,Lumpkin County,GA,White County,GA,166,2768,2768000,1819,2018,2019,inflow,White County-Lumpkin County-GA-1819,"Lumpkin County, GA"
293769,Gwinnett County,GA,White County,GA,105,3650,3650000,1819,2018,2019,inflow,White County-Gwinnett County-GA-1819,"Gwinnett County, GA"
293770,Forsyth County,GA,White County,GA,70,2937,2937000,1819,2018,2019,inflow,White County-Forsyth County-GA-1819,"Forsyth County, GA"
293771,Jackson County,GA,White County,GA,52,1163,1163000,1819,2018,2019,inflow,White County-Jackson County-GA-1819,"Jackson County, GA"
293772,Fulton County,GA,White County,GA,37,1770,1770000,1819,2018,2019,inflow,White County-Fulton County-GA-1819,"Fulton County, GA"
374555,Banks County Total Migration-US and Foreign,GA,Banks County,GA,1545,34729,34729000,1920,2019,2020,inflow,Banks County total migration-1920,"Banks County Total Migration-US and Foreign, GA"
374560,Jackson County,GA,Banks County,GA,394,7943,7943000,1920,2019,2020,inflow,Banks County-Jackson County-GA-1920,"Jackson County, GA"
374561,Hall County,GA,Banks County,GA,283,6514,6514000,1920,2019,2020,inflow,Banks County-Hall County-GA-1920,"Hall County, GA"
374562,Habersham County,GA,Banks County,GA,224,3986,3986000,1920,2019,2020,inflow,Banks County-Habersham County-GA-1920,"Habersham County, GA"
374563,Gwinnett County,GA,Banks County,GA,104,4226,4226000,1920,2019,2020,inflow,Banks County-Gwinnett County-GA-1920,"Gwinnett County, GA"
374564,Franklin County,GA,Banks County,GA,57,1064,1064000,1920,2019,2020,inflow,Banks County-Franklin County-GA-1920,"Franklin County, GA"
374565,Barrow County,GA,Banks County,GA,41,868,868000,1920,2019,2020,inflow,Banks County-Barrow County-GA-1920,"Barrow County, GA"
374566,Madison County,GA,Banks County,GA,42,784,784000,1920,2019,2020,inflow,Banks County-Madison County-GA-1920,"Madison County, GA"
375665,Dawson County Total Migration-US and Foreign,GA,Dawson County,GA,2977,116398,116398000,1920,2019,2020,inflow,Dawson County total migration-1920,"Dawson County Total Migration-US and Foreign, GA"
375670,Forsyth County,GA,Dawson County,GA,1149,37380,37380000,1920,2019,2020,inflow,Dawson County-Forsyth County-GA-1920,"Forsyth County, GA"
375671,Fulton County,GA,Dawson County,GA,195,18791,18791000,1920,2019,2020,inflow,Dawson County-Fulton County-GA-1920,"Fulton County, GA"
375672,Lumpkin County,GA,Dawson County,GA,216,5102,5102000,1920,2019,2020,inflow,Dawson County-Lumpkin County-GA-1920,"Lumpkin County, GA"
375673,Hall County,GA,Dawson County,GA,156,4460,4460000,1920,2019,2020,inflow,Dawson County-Hall County-GA-1920,"Hall County, GA"
375674,Gwinnett County,GA,Dawson County,GA,160,5776,5776000,1920,2019,2020,inflow,Dawson County-Gwinnett County-GA-1920,"Gwinnett County, GA"
375675,Cherokee County,GA,Dawson County,GA,127,3352,3352000,1920,2019,2020,inflow,Dawson County-Cherokee County-GA-1920,"Cherokee County, GA"
375676,Cobb County,GA,Dawson County,GA,61,4325,4325000,1920,2019,2020,inflow,Dawson County-Cobb County-GA-1920,"Cobb County, GA"
375677,DeKalb County,GA,Dawson County,GA,49,2252,2252000,1920,2019,2020,inflow,Dawson County-DeKalb County-GA-1920,"DeKalb County, GA"
375678,Pickens County,GA,Dawson County,GA,59,2020,2020000,1920,2019,2020,inflow,Dawson County-Pickens County-GA-1920,"Pickens County, GA"
376800,Habersham County Total Migration-US and Foreign,GA,Habersham County,GA,2831,72356,72356000,1920,2019,2020,inflow,Habersham County total migration-1920,"Habersham County Total Migration-US and Foreign, GA"
376805,Hall County,GA,Habersham County,GA,422,9762,9762000,1920,2019,2020,inflow,Habersham County-Hall County-GA-1920,"Hall County, GA"
376806,White County,GA,Habersham County,GA,287,6037,6037000,1920,2019,2020,inflow,Habersham County-White County-GA-1920,"White County, GA"
376807,Banks County,GA,Habersham County,GA,268,4032,4032000,1920,2019,2020,inflow,Habersham County-Banks County-GA-1920,"Banks County, GA"
376808,Gwinnett County,GA,Habersham County,GA,176,6387,6387000,1920,2019,2020,inflow,Habersham County-Gwinnett County-GA-1920,"Gwinnett County, GA"
376809,Stephens County,GA,Habersham County,GA,171,3065,3065000,1920,2019,2020,inflow,Habersham County-Stephens County-GA-1920,"Stephens County, GA"
